部件ID,对象类型,对象句柄,起点X,起点Y,终点X,终点Y,圆心X,圆心Y,半径,起始角度(°),总角度(°)
A13,ARC,3CBA9,127.454883,284.530295,128.18472,284.248581,132.231655,295.819239,12.257969,247.064973,3.657315
A13,ARC,3CBA8,126.792356,284.827276,127.454883,284.530295,134.546316,301.237918,18.150291,244.709462,2.292086
A13,ARC,3CBA7,125.881487,285.267415,126.792356,284.827276,156.84828,348.190632,70.130403,243.796532,0.826501
A13,ARC,3C458,134.513804,285.527544,133.824672,285.448966,134.210044,285.130393,0.5,52.589525,87.831144
A13,LINE,3C457,134.513804,285.527544,135.426663,284.829346,,,,,
A13,LINE,3C456,135.426663,284.829346,134.092476,283.331868,,,,,
A13,LINE,3C455,134.092476,283.331868,135.681083,282.116825,,,,,
A13,LINE,3C454,135.681083,282.116825,136.776979,283.796561,,,,,
A13,LINE,3C453,136.776979,283.796561,137.738038,283.061497,,,,,
A13,ARC,3C452,137.874045,282.426427,137.738038,283.061497,137.434278,282.664345,0.5,331.586162,81.003363
A13,ARC,3CBA6,167.666905,277.558843,167.219526,278.897901,162.73744,276.656172,5.011431,10.376884,16.195178
A13,ARC,3CBA5,167.754071,276.205975,167.666905,277.558843,161.599854,276.488698,6.160708,357.369705,12.633598
A13,ARC,3CBA4,167.027725,273.772393,167.754071,276.205975,162.740418,276.377204,5.016577,328.718664,29.325304
A13,ARC,3CBA3,165.098812,271.889832,167.027725,273.772393,162.11131,276.880375,5.816415,300.906111,26.794271
A13,ARC,3CBA2,163.76761,271.208852,165.098812,271.889832,160.345476,279.540174,9.006771,292.330664,9.522985
A13,ARC,3CBA1,162.235683,270.692762,163.76761,271.208852,159.072661,282.613341,12.333082,284.860499,7.515267
A13,ARC,3CBA0,160.088517,270.26965,162.235683,270.692762,157.836734,287.356468,17.234555,277.507452,7.280358
A13,ARC,3CB9F,157.255911,270.070807,160.088517,270.26965,157.025954,293.621887,23.552203,270.55943,6.912069
A13,ARC,3CB9E,152.201529,270.431505,157.255911,270.070807,156.982207,301.828771,31.759143,261.342405,9.151383
A13,ARC,3CB9D,147.879516,271.361063,151.905021,270.477136,157.278628,304.557423,34.501328,254.191229,6.848431
A13,ARC,3CB9C,144.503088,272.533875,147.879516,271.361063,155.827353,299.688863,29.421631,247.362723,6.964927
A13,ARC,3CB9B,141.557081,274.025233,144.503088,272.533875,152.691975,292.365507,21.455803,238.736888,8.826379
A13,ARC,3CB9A,139.684842,275.381413,141.557081,274.025233,148.837353,286.046256,14.05373,229.363982,9.43573
A13,ARC,3CB99,138.277142,276.88998,139.684842,275.381413,145.500004,282.218826,8.975875,216.418978,13.20014
A13,ARC,3CB98,137.507985,278.290956,138.277142,276.88998,143.119216,280.459978,6.01586,201.13402,15.266852
A13,ARC,3CB97,137.341392,281.079678,137.507985,278.290956,141.784692,279.945776,4.585701,165.684037,35.469314
A13,ARC,3CB96,137.874045,282.426427,137.341392,281.079678,142.983455,279.626894,5.826102,151.280914,14.279572
A13,LINE,3C44F,167.219526,278.897901,167.201556,278.93395,,,,,
A13,ARC,3C44E,167.429132,279.606056,167.201556,278.93395,167.649041,279.157013,0.5,116.09237,90.403014
A13,LINE,3C44D,167.429132,279.606056,169.384671,280.563742,,,,,
A13,ARC,3C44C,169.987502,280.436213,169.384671,280.563742,169.604581,280.114699,0.5,40.018056,76.074313
A13,ARC,3C44B,169.987502,280.436213,173.148587,278.761603,173.633263,283.497329,4.760463,220.018056,44.138375
A13,ARC,3CB95,177.098256,278.995356,182.529186,280.132201,163.848613,355.832186,77.970838,279.783793,4.078202
A13,LINE,3CB94,177.098256,278.995356,177.098256,278.995356,,,,,
A13,ARC,3CB93,173.148587,278.761603,177.098256,278.995356,174.03746,297.227788,18.487566,267.244186,12.285567
A13,LINE,3CB92,173.148587,278.761603,173.148587,278.761603,,,,,
A13,ARC,3CB91,202.749709,277.655292,190.051384,281.223046,190.048658,256.831572,24.391474,58.619652,31.373943
A13,LINE,3CB90,190.051384,281.223046,190.051384,281.223046,,,,,
A13,ARC,3CB8F,190.051384,281.223046,187.785451,281.098933,190.303294,255.877274,25.347023,90.569438,5.131432
A13,LINE,3CB8E,187.785451,281.098933,187.785451,281.098933,,,,,
A13,ARC,3CB8D,187.785451,281.098933,185.196401,280.704502,190.574475,254.097235,27.145356,95.897209,5.529913
A13,LINE,3CB8C,185.196401,280.704502,185.196401,280.704502,,,,,
A13,ARC,3CB8B,185.196401,280.704502,182.529186,280.132201,198.537635,212.026109,69.962205,100.993172,2.234183
A13,LINE,3CB8A,182.529186,280.132201,182.529186,280.132201,,,,,
A13,LINE,3C444,214.431238,256.172966,212.105088,256.267518,,,,,
A13,ARC,3C443,211.913211,256.467358,212.105088,256.267518,212.113211,256.467353,0.2,179.998771,87.673572
A13,LINE,3C442,211.913211,256.467358,211.913271,259.2747,,,,,
A13,LINE,3C441,211.913271,259.2747,208.913304,259.260597,,,,,
A13,LINE,3C440,208.913304,259.260597,208.913244,256.461216,,,,,
A13,ARC,3C43F,208.713238,256.26122,208.913244,256.461216,208.713244,256.46122,0.2,269.998356,90.000415
A13,LINE,3C43E,208.713238,256.26122,207.91324,256.261243,,,,,
A13,ARC,3C43D,207.585082,249.978839,207.91324,243.396434,270.757434,249.828839,63.172531,179.863954,5.980192
A13,ARC,3C43C,207.91324,256.261243,207.585082,249.978839,270.757434,249.828839,63.172531,174.155854,5.7081
A13,LINE,3C43B,207.91324,243.396434,208.713238,243.396457,,,,,
A13,ARC,3C43A,208.913244,243.196462,208.713238,243.396457,208.713244,243.196457,0.2,0.001229,90.000415
A13,LINE,3C439,208.913244,243.196462,208.913304,240.397081,,,,,
A13,LINE,3C438,208.913304,240.397081,211.913271,240.382978,,,,,
A13,LINE,3C437,211.913271,240.382978,211.913211,243.19032,,,,,
A13,ARC,3C436,212.105088,243.390159,211.913211,243.19032,212.113211,243.190324,0.2,92.327656,87.673572
A13,LINE,3C435,212.105088,243.390159,214.431238,243.484712,,,,,
A13,ARC,3CB89,182.529186,219.525477,185.196401,218.953176,198.537635,287.631568,69.962205,256.772645,2.234183
A13,LINE,3CB88,185.196401,218.953176,185.196401,218.953176,,,,,
A13,ARC,3CB87,185.196401,218.953176,187.785452,218.558745,190.574475,245.560442,27.145355,258.572879,5.529915
A13,LINE,3CB86,187.785452,218.558745,187.785452,218.558745,,,,,
A13,ARC,3CB85,187.785452,218.558745,190.051384,218.434632,190.303294,243.780403,25.347023,264.299132,5.131429
A13,LINE,3CB84,190.051384,218.434632,190.051384,218.434632,,,,,
A13,ARC,3CB83,202.451666,221.823502,214.431238,243.484712,190.048658,242.826106,24.391474,300.563814,60.983445
A13,LINE,3CB82,214.431238,243.484712,214.431238,243.484712,,,,,
A13,ARC,3CB81,177.098256,220.662322,173.148587,220.896074,174.03746,202.429889,18.487566,80.470247,12.285567
A13,LINE,3CB80,177.098256,220.662322,177.098256,220.662322,,,,,
A13,ARC,3CB7F,182.529186,219.525477,177.098256,220.662322,163.848613,143.825492,77.970838,76.138005,4.078202
A13,LINE,3CB7E,182.529186,219.525477,182.529186,219.525477,,,,,
A13,ARC,3C42E,173.148587,220.896074,169.987502,219.221464,173.633263,216.160349,4.760463,95.843569,44.138375
A13,ARC,3C42D,169.384671,219.093936,169.987502,219.221464,169.604581,219.542979,0.5,243.90763,76.074313
A13,LINE,3C42C,169.384671,219.093936,167.429132,220.051622,,,,,
A13,ARC,3C42B,167.201556,220.723728,167.429132,220.051622,167.649041,220.500665,0.5,153.504617,90.403014
A13,LINE,3C42A,167.201556,220.723728,167.219526,220.759777,,,,,
A13,ARC,3CB7D,137.41542,218.312196,137.874045,217.23125,142.860971,219.984874,5.696655,197.07508,11.831014
A13,ARC,3CB7C,137.507985,221.366722,137.41542,218.312196,141.804368,219.707857,4.605512,158.888066,38.752313
A13,ARC,3CB7B,138.277142,222.767698,137.507985,221.366722,143.119216,219.197699,6.01586,143.599127,15.266852
A13,ARC,3CB7A,139.453217,224.069674,138.277142,222.767698,145.349546,217.561357,8.782077,132.175582,11.465824
A13,ARC,3CB79,141.557081,225.632444,139.453217,224.069674,148.675171,213.852251,13.763726,121.142144,10.926363
A13,ARC,3CB78,144.860464,227.270532,141.557081,225.632444,152.985554,206.735536,22.084002,111.58724,9.577472
A13,ARC,3CB77,151.905021,229.180542,144.860464,227.270532,156.914602,196.758071,32.807202,98.78329,12.773519
A13,ARC,3CB76,157.743132,229.576287,152.201529,229.226173,156.914465,198.661153,30.926238,88.464578,10.30104
A13,ARC,3CB75,160.53586,229.322598,157.743132,229.576287,157.121328,207.232456,22.352481,81.213179,7.192753
A13,ARC,3CB74,162.635687,228.850997,160.53586,229.322598,158.14464,213.764969,15.740323,73.421954,7.840022
A13,ARC,3CB73,164.120511,228.294292,162.635687,228.850997,159.380172,217.909519,11.415531,65.464719,7.965491
A13,ARC,3CB72,165.098812,227.767846,164.120511,228.294292,160.568624,220.521576,8.545819,57.987404,7.453691
A13,ARC,3CB71,165.945738,227.145001,165.098812,227.767846,161.502814,221.990866,6.804755,49.238278,8.860686
A13,ARC,3CB70,167.510757,224.83286,165.945738,227.145001,162.679428,223.248407,5.084509,18.157105,31.871559
A13,ARC,3CB6F,167.73366,222.581492,167.510757,224.83286,162.065097,223.156979,5.6977,354.203047,22.902499
A13,ARC,3CB6E,167.219526,220.759777,167.73366,222.581492,162.671908,223.026637,5.081288,333.505028,21.469148
A13,ARC,3C427,137.738038,216.59618,137.874045,217.23125,137.434278,216.993332,0.5,307.410475,81.003363
A13,LINE,3C426,137.738038,216.59618,136.776979,215.861117,,,,,
A13,LINE,3C425,136.776979,215.861117,135.681083,217.540852,,,,,
A13,LINE,3C424,135.681083,217.540852,134.092476,216.32581,,,,,
A13,LINE,3C423,134.092476,216.32581,135.426663,214.828331,,,,,
A13,LINE,3C422,135.426663,214.828331,134.513804,214.130133,,,,,
A13,ARC,3C421,133.824672,214.208712,134.513804,214.130133,134.210044,214.527285,0.5,219.579331,87.831144
A13,ARC,3CB6D,126.589256,214.733664,125.881487,214.390263,156.84828,151.467046,70.130403,115.560758,0.64271
A13,ARC,3CB6C,127.004725,214.929074,126.589256,214.733664,137.013347,193.110073,24.005027,114.641458,1.095877
A13,ARC,3CB6B,127.934957,215.318905,127.004725,214.929074,132.980777,201.97353,14.267422,110.711355,4.051279
A13,ARC,3CB6A,128.700715,215.572287,127.934957,215.318905,131.367603,206.228747,9.716688,105.930117,4.757535
A13,ARC,3CB69,129.644096,215.777475,128.700715,215.572287,130.718164,208.568032,7.289011,98.473641,7.594447
A13,ARC,3CB68,130.89674,215.81832,129.644096,215.777475,130.440325,210.587149,5.251044,85.013626,13.707922
A13,ARC,3CB67,132.945034,215.047585,130.89674,215.81832,130.551841,211.794594,4.038481,53.658451,31.442337
A13,ARC,3CB66,133.824672,214.208712,132.945034,215.047585,130.012245,211.091648,4.924498,39.269645,14.178453
A13,ARC,3CB65,99.803808,212.368063,105.480008,211.040236,109.785061,242.23972,31.4951,251.523572,10.620093
A13,ARC,3CB64,105.480008,211.040236,111.241194,210.65714,111.072237,251.627608,40.970817,262.155038,8.08124
A13,ARC,3CB63,111.241194,210.65714,111.730602,210.661213,111.211918,243.578765,32.921638,270.050949,0.851788
A13,ARC,3CB62,111.730602,210.661213,116.512694,211.114867,111.322725,240.392268,29.733852,270.785986,9.266341
A13,ARC,3CB61,116.512694,211.114867,118.963047,211.646802,110.575442,244.374477,33.785391,280.121394,4.253256
A13,ARC,3CB60,118.963047,211.646802,122.860128,212.976936,110.775386,242.009335,31.447118,285.091594,7.507937
A13,ARC,3CB5F,122.860128,212.976936,125.881487,214.390263,107.787961,249.133822,39.172574,292.629043,4.880264
A13,ARC,3C41C,80.225582,241.335117,80.780661,240.895338,80.722345,241.391926,0.5,186.523861,90.173964
A13,ARC,3C41B,79.961704,244.09513,80.225582,241.335117,154.498997,249.828839,74.757498,184.398759,2.125102
A13,ARC,3C41A,79.961704,244.09513,72.023504,245.834677,75.127525,241.017228,5.730861,32.484744,90.310101
A13,ARC,3C419,71.098525,246.339707,72.023504,245.834677,71.698525,246.339047,0.6,179.936982,122.857862
A13,LINE,3C418,71.098525,246.339707,71.098525,248.328839,,,,,
A13,LINE,3C417,71.098525,248.328839,74.098525,248.328839,,,,,
A13,LINE,3C416,74.098525,251.328839,71.098525,251.328839,,,,,
A13,LINE,3C415,71.098525,251.328839,71.098525,253.317971,,,,,
A13,ARC,3C414,72.023504,253.823,71.098525,253.317971,71.698525,253.318631,0.6,57.205155,122.857862
A13,ARC,3C413,72.023504,253.823,79.961704,255.562548,75.127525,258.64045,5.730861,237.205155,90.310101
A13,ARC,3C412,79.562963,250.328807,78.562963,251.328807,78.562963,250.328807,1,0,90
A13,ARC,3C411,77.562964,251.328807,76.562964,250.328807,77.562964,250.328807,1,90,90
A13,ARC,3C410,76.562964,249.328872,77.562964,248.328872,77.562964,249.328872,1,180,90
A13,ARC,3C40F,78.562963,248.328872,79.562963,249.328872,78.562963,249.328872,1,270,90
A13,ARC,3C40E,85.034729,250.92884,84.134729,251.82884,84.134729,250.92884,0.9,0,90
A13,ARC,3C40D,83.934729,251.82884,83.034729,250.92884,83.934729,250.92884,0.9,90,90
A13,ARC,3C40C,83.034729,248.72884,83.934729,247.82884,83.934729,248.72884,0.9,180,90
A13,ARC,3C40B,84.134729,247.82884,85.034729,248.72884,84.134729,248.72884,0.9,270,90
A13,LINE,3C40A,116.261282,249.060218,113.261555,249.060218,,,,,
A13,LINE,3C409,113.261555,247.060218,116.261282,247.060218,,,,,
A13,LINE,3C408,116.261282,252.964288,113.261555,252.964288,,,,,
A13,LINE,3C407,113.261555,250.964288,116.261282,250.964288,,,,,
A13,CIRCLE,3C406,,,,,152.043082,235.472108,1,,
A13,LINE,3C405,191.137933,273.851003,190.789392,274.55454,,,,,
A13,LINE,3C404,190.789392,274.55454,191.653047,275.780331,,,,,
A13,LINE,3C403,191.653047,275.780331,190.427256,274.916676,,,,,
A13,LINE,3C402,190.427256,274.916676,189.723719,275.265217,,,,,
A13,LINE,3C401,189.723719,275.265217,190.07226,274.56168,,,,,
A13,LINE,3C400,190.07226,274.56168,189.208605,273.335889,,,,,
A13,LINE,3C3FF,189.208605,273.335889,190.434396,274.199544,,,,,
A13,LINE,3C3FE,190.434396,274.199544,191.137933,273.851003,,,,,
A13,ARC,3CB5E,201.63918,271.041553,200.860697,270.896032,202.984333,261.690402,9.447404,98.185785,4.804455
A13,ARC,3CB5D,200.860697,270.896032,198.66105,270.030432,202.541166,263.398007,7.684032,102.632463,17.696118
A13,ARC,3CB5C,198.66105,270.030432,196.416361,268.199807,203.666884,261.600824,9.803911,120.703513,16.989941
A13,ARC,3CB5B,196.416361,268.199807,195.558089,267.198769,213.008125,253.105882,22.430185,137.70646,3.368724
A13,ARC,3CB5A,194.55171,265.984,195.558089,267.198769,164.950974,291.531091,39.100607,319.203969,2.311715
A13,ARC,3CB59,194.200144,265.596145,194.55171,265.984,184.085341,275.11783,13.891427,316.730086,2.159236
A13,ARC,3CB58,190.367067,263.197003,194.200144,265.596145,187.904365,271.393227,8.558212,286.723832,30.637646
A13,ARC,3CB57,187.287817,262.747422,190.367067,263.197003,187.259637,273.710346,10.962961,270.147278,16.318827
A13,ARC,3CB56,187.287817,262.747422,188.629843,264.816559,172.283732,273.948732,18.7241,323.256794,7.552178
A13,ARC,3CB55,188.629843,264.816559,189.514545,266.592841,168.332587,276.034352,23.190892,331.071654,4.904208
A13,ARC,3CB54,190.070135,267.840634,189.514545,266.592841,598.10971,85.410032,446.96445,155.911037,0.175092
A13,ARC,3CB53,190.777486,269.22658,190.070135,267.840634,204.080342,261.563672,15.352073,150.056558,5.809735
A13,ARC,3CB52,191.948404,270.868966,190.777486,269.22658,199.432733,264.294518,9.961855,138.703011,11.62099
A13,ARC,3CB51,194.955493,272.96452,191.948404,270.868966,197.631104,265.919716,7.535791,110.796734,28.149591
A13,ARC,3CB50,196.349899,273.263777,194.955493,272.96452,196.704167,268.214755,5.061435,94.013626,16.198072
A13,ARC,3CB4F,197.780431,273.151558,196.349899,273.263777,196.654916,267.977918,5.294652,77.726652,15.575902
A13,ARC,3CB4E,199.182034,272.686508,197.780431,273.151558,196.27629,266.273618,7.04049,65.624248,12.039907
A13,ARC,3CB4D,201.63918,271.041553,199.182034,272.686508,195.348508,264.302539,9.218832,46.970728,18.457271
A13,ARC,3C3FB,172.889516,266.644433,168.617001,266.262414,170.862757,265.228782,2.472209,34.933535,120.351729
A13,ARC,3C3FA,172.889516,266.644433,168.617001,266.262414,171.275858,260.608634,6.24778,75.03215,40.154497
A13,ARC,3CB4C,183.150828,261.842578,183.48641,265.831878,175.067036,264.531357,8.519226,341.602175,27.178769
A13,ARC,3CB4B,182.623692,270.053036,183.48641,265.831878,214.222803,274.312507,31.884901,187.677035,7.74794
A13,ARC,3CB4A,183.231287,274.508298,182.623692,270.053036,191.055541,271.172188,8.505797,156.907542,30.653088
A13,ARC,3CB49,185.051515,277.224453,183.231287,274.508298,191.83502,270.710505,9.40465,136.1613,20.021449
A13,ARC,3CB48,185.051515,277.224453,185.051707,276.734193,200.387988,276.985303,15.338338,179.106629,1.831424
A13,ARC,3CB47,185.051707,276.734193,185.102794,275.754692,198.012714,276.919108,12.962327,180.817384,4.336487
A13,ARC,3CB46,185.102794,275.754692,185.405475,274.071256,194.328791,276.544594,9.25975,184.893558,10.598594
A13,ARC,3CB45,185.405475,274.071256,185.801057,272.906053,197.734083,277.607022,12.825608,196.002552,5.499213
A13,ARC,3CB44,185.801057,272.906053,186.354269,271.515722,315.057922,323.532044,138.817607,201.388771,0.617609
A13,ARC,3CB43,186.614867,270.809485,186.354269,271.515722,169.683561,264.963109,17.912265,19.049781,2.408097
A13,ARC,3CB42,186.954184,269.594823,186.614867,270.809485,177.604271,267.637645,9.552561,11.822781,7.56991
A13,ARC,3CB41,187.042372,267.494887,186.954184,269.594823,180.772277,268.28339,6.31948,352.832335,19.144864
A13,ARC,3CB40,185.296327,263.516995,187.042372,267.494887,179.347162,268.500454,7.760633,320.047977,32.507119
A13,ARC,3CB3F,183.150828,261.842578,185.296327,263.516995,180.380948,267.603506,6.392223,295.678459,24.582338
A13,ARC,3CB3E,205.693887,263.449141,206.692345,263.5538,204.943705,275.420935,11.995276,273.585607,4.796696
A13,ARC,3CB3D,204.915242,263.431955,205.693887,263.449141,205.09376,272.991776,9.561488,268.930194,4.668342
A13,ARC,3CB3C,203.52647,263.554558,204.915242,263.431955,205.23378,274.967084,11.539527,261.491666,6.926533
A13,ARC,3CB3B,202.833296,263.667746,203.52647,263.554558,206.592766,284.511969,21.18054,259.776032,1.900035
A13,ARC,3CB3A,201.434353,263.933072,202.833296,263.667746,235.429483,439.353057,178.683631,259.03244,0.456576
A13,ARC,3CB39,201.434353,263.933072,200.728372,264.054076,197.348324,242.213714,22.100365,79.345564,1.857045
A13,ARC,3CB38,200.728372,264.054076,200.02279,264.142171,198.938798,252.590446,11.602474,81.127235,3.511937
A13,ARC,3CB37,200.02279,264.142171,198.973926,264.17048,199.299768,256.798334,7.379344,84.377191,8.153583
A13,ARC,3CB36,198.973926,264.17048,197.449235,263.858211,199.18602,259.256525,4.91853,92.471439,18.206249
A13,ARC,3CB35,197.449235,263.858211,196.183938,263.208439,199.724969,257.86985,6.406202,110.808097,12.747807
A13,ARC,3CB34,196.183938,263.208439,194.433958,261.673182,201.073802,255.869676,8.818628,123.675772,15.16939
A13,ARC,3CB33,194.50239,261.866672,194.433958,261.673182,202.432149,258.953304,8.448005,159.826828,1.391974
A13,ARC,3CB32,198.005372,266.056578,194.50239,261.866672,201.962082,259.189269,7.925623,119.949079,40.30704
A13,ARC,3CB31,199.744689,266.753647,198.005372,266.056578,201.252383,260.473169,6.458912,103.499006,16.680979
A13,ARC,3CB30,201.979921,266.745257,199.744689,266.753647,200.845075,262.158792,4.72478,76.102229,27.365449
A13,ARC,3CB2F,203.353545,266.243169,201.979921,266.745257,200.394425,260.277582,6.659176,63.617131,12.608911
A13,ARC,3CB2E,204.954606,265.229235,203.353545,266.243169,199.236978,257.97182,9.23912,51.767807,11.773124
A13,ARC,3CB2D,205.421663,264.842101,204.954606,265.229235,198.220043,256.629017,10.923282,48.754185,3.182423
A13,ARC,3CB2C,206.692345,263.5538,205.421663,264.842101,196.917077,255.183022,12.869568,40.574175,8.062688
A13,ARC,3C3F3,158.191413,261.273917,155.355782,262.240703,152.786304,250.06237,12.446446,64.261191,13.824842
A13,ARC,3C3F2,162.127834,264.480058,158.191413,261.273917,170.674293,249.967338,16.842239,120.49359,17.337166
A13,ARC,3C3F1,162.127834,264.480058,155.355782,262.240703,164.842193,244.912161,19.755262,97.897383,20.800866
A13,LINE,3C3F0,176.076296,271.171837,174.874513,271.607146,,,,,
A13,ARC,3CB2B,181.65668,263.346524,181.634032,263.373337,180.93544,262.760287,0.929442,39.104829,2.16376
A13,LINE,3CB2A,181.634032,263.373337,181.634032,263.373337,,,,,
A13,ARC,3CB29,181.634032,263.373337,181.53436,263.470898,180.909662,262.732983,0.966832,41.477148,8.272531
A13,ARC,3CB28,181.53436,263.470898,181.448657,263.537837,180.67806,262.4629,1.322614,49.651908,4.71226
A13,ARC,3CB27,181.448657,263.537837,181.422469,263.556273,180.516538,262.241612,1.596573,54.27999,1.14933
A13,ARC,3CB26,181.422469,263.556273,181.305483,263.630459,180.332117,261.966206,1.927999,55.5605,4.11756
A13,ARC,3CB25,181.305483,263.630459,181.181923,263.69882,179.654129,260.791522,3.284286,59.814278,2.463653
A13,ARC,3CB24,181.181923,263.69882,180.801031,263.884551,177.213094,256.043068,8.623349,62.597259,2.815875
A13,ARC,3CB23,180.801031,263.884551,180.456527,264.036804,174.948388,251.107704,14.053514,65.38908,1.53563
A13,ARC,3CB22,180.456527,264.036804,179.935626,264.255415,152.4399,198.009198,71.725701,67.007668,0.451265
A13,ARC,3CB21,179.818176,264.305315,179.935626,264.255415,185.91174,278.484507,15.433113,246.744192,0.473759
A13,ARC,3CB20,179.584731,264.408471,179.818176,264.305315,183.957914,273.989445,10.531847,245.465933,1.388498
A13,ARC,3CB1F,178.188054,265.296276,179.584731,264.408471,181.996893,269.745748,5.857051,229.43579,16.243797
A13,ARC,3CB1E,178.109566,265.365318,178.188054,265.296276,181.451406,269.08529,5.000609,228.065029,1.197737
A13,ARC,3CB1D,177.849449,265.622536,178.109566,265.365318,180.443984,267.986179,3.509761,222.333767,5.974553
A13,ARC,3CB1C,177.625841,265.908867,177.849449,265.622536,179.586959,267.209908,2.353442,213.561015,8.853501
A13,ARC,3CB1B,177.494027,266.132289,177.625841,265.908867,179.961083,267.437199,2.790906,207.875873,5.327422
A13,ARC,3CB1A,177.378728,266.366253,177.494027,266.132289,181.700191,268.350516,4.755244,204.662909,3.143146
A13,ARC,3CB19,177.250953,266.652886,177.378728,266.366253,190.728985,272.489292,14.687443,203.414112,1.224245
A13,ARC,3CB18,177.112483,266.968458,177.250953,266.652886,194.319257,274.330481,18.715567,203.163955,1.05502
A13,ARC,3CB17,176.981727,267.286438,177.112483,266.968458,185.359634,270.545633,8.989532,201.257155,2.191476
A13,ARC,3CB16,176.981727,267.286438,176.614045,268.251739,142.979656,254.887794,36.192088,20.034071,1.635328
A13,ARC,3CB15,176.614045,268.251739,176.355658,268.890081,113.41362,243.041015,68.043181,21.747115,0.579884
A13,ARC,3CB14,176.355658,268.890081,176.148781,269.363158,166.017914,264.651144,11.173072,22.29582,2.648007
A13,ARC,3CB13,176.148781,269.363158,175.918839,269.825532,165.458789,264.335314,11.813346,25.189101,2.504753
A13,ARC,3CB12,175.918839,269.825532,175.589377,270.430415,154.529006,258.567277,24.171745,27.759478,1.632733
A13,ARC,3CB11,175.589377,270.430415,174.874513,271.607146,158.337575,260.755452,19.779524,29.284094,3.989167
A13,ARC,3C3E8,181.618765,264.365051,176.076296,271.171837,173.279702,263.234805,8.415309,7.718628,62.871584
A13,ARC,3C3E7,181.65668,263.346524,181.618765,264.365051,178.766641,263.748909,2.917918,352.073572,20.116662
A13,LINE,3C3E6,76.562964,250.328807,76.562964,249.328872,,,,,
A13,LINE,3C3E5,77.562964,248.328872,78.562963,248.328872,,,,,
A13,LINE,3C3E4,79.562963,249.328872,79.562963,250.328807,,,,,
A13,LINE,3C3E3,78.562963,251.328807,77.562964,251.328807,,,,,
A13,LINE,3C3E2,85.034729,248.72884,85.034729,250.92884,,,,,
A13,LINE,3C3E1,84.134729,251.82884,83.934729,251.82884,,,,,
A13,LINE,3C3E0,83.034729,250.92884,83.034729,248.72884,,,,,
A13,LINE,3C3DF,83.934729,247.82884,84.134729,247.82884,,,,,
A23,CIRCLE,3C3DE,,,,,145.374122,186.082779,1,,
A23,CIRCLE,3C3DD,,,,,127.184149,185.466346,1,,
A23,CIRCLE,3C3DC,,,,,108.994877,184.850072,1,,
A23,ARC,3C3DB,129.302895,186.793391,128.012394,187.824953,127.184288,185.465981,2.500102,32.069141,38.587478
A23,ARC,3CB10,129.559083,183.260756,131.065525,182.743749,184.482864,340.843051,166.879602,250.784495,0.54683
A23,ARC,3CB0F,131.065525,182.743749,133.287541,182.021238,161.089253,271.300958,93.508308,251.271697,1.431711
A23,ARC,3CB0E,133.287541,182.021238,135.441949,181.393899,150.316887,236.490415,57.069167,252.638569,2.252942
A23,ARC,3CB0D,135.441949,181.393899,136.8282,181.046085,145.978848,220.453465,40.455851,254.902982,2.024242
A23,ARC,3CB0C,136.8282,181.046085,139.132358,180.60883,142.977017,207.158212,26.826314,256.749526,5.010657
A23,ARC,3CB0B,139.132358,180.60883,140.664599,180.456386,141.611273,197.748212,17.317721,261.770227,5.096137
A23,ARC,3CB0A,125.02725,187.763865,124.314134,188.00957,74.330829,41.783532,154.532796,70.848778,0.279655
A23,ARC,3CB09,124.314134,188.00957,122.199409,188.711566,89.352153,86.224819,107.62191,71.042947,1.186269
A23,ARC,3CB08,122.199409,188.711566,120.138239,189.336776,102.329515,126.915352,64.912131,72.175376,1.901268
A23,ARC,3CB07,120.138239,189.336776,118.476922,189.77676,108.269561,147.878846,43.123374,74.024512,2.283555
A23,ARC,3CB06,118.476922,189.77676,116.26203,190.232825,111.493196,161.46649,29.158941,76.142645,4.444564
A23,ARC,3CB05,116.26203,190.232825,114.489725,190.441662,113.172879,171.641354,18.84637,80.565948,5.427378
A23,ARC,3C3D8,129.331312,186.748031,129.841518,186.337514,130.178742,187.278938,1,212.066776,38.225382
A23,LINE,3C3D7,129.841518,186.337514,130.288642,186.177351,,,,,
A23,ARC,3CB04,143.06633,184.012395,143.379788,184.414855,142.284084,184.944949,1.217196,309.990636,24.192007
A23,ARC,3CB03,142.750565,183.80826,143.06633,184.012395,142.058393,185.225233,1.576995,296.034888,13.6936
A23,ARC,3CB02,142.349128,183.656053,142.750565,183.80826,141.726999,185.902364,2.33087,285.480384,10.568296
A23,ARC,3CB01,141.862001,183.556168,142.349128,183.656053,141.383616,187.126968,3.602703,277.63056,7.914534
A23,ARC,3CB00,140.97101,183.505064,141.862001,183.556168,141.077786,189.436165,5.932062,268.968638,8.62807
A23,ARC,3CAFF,139.485891,183.621964,140.97101,183.505064,141.16814,195.501549,11.998105,261.940024,7.11856
A23,ARC,3CAFE,137.666089,183.950166,139.485891,183.621964,142.648462,206.366937,22.963791,257.469079,4.614992
A23,ARC,3CAFD,135.519383,184.487947,137.666089,183.950166,146.198467,222.563047,39.544355,254.332561,3.206894
A23,ARC,3CAFC,133.056036,185.231972,135.519383,184.487947,152.409406,244.857999,62.688245,252.017646,2.35207
A23,ARC,3CAFB,130.288642,186.177351,133.056036,185.231972,161.77531,273.824632,93.131391,250.239532,1.799217
