部件ID,对象类型,对象句柄,起点X,起点Y,终点X,终点Y,圆心X,圆心Y,半径,起始角度(°),总角度(°)
A5-4,LINE,3BFE9,115.172098,236.583038,115.172098,237.583038,,,,,
A5-4,ARC,3BFE8,115.172098,237.583038,114.172114,238.583038,114.172106,237.583046,0.999992,359.999551,90
A5-4,LINE,3BFE7,114.172114,238.583038,113.02213,238.583038,,,,,
A5-4,LINE,3BFE6,113.02213,238.583038,113.17213,235.083038,,,,,
A5-4,LINE,3BFE5,113.17213,235.083038,109.172193,235.083038,,,,,
A5-4,LINE,3BFE4,109.172193,235.083038,109.322193,239.083038,,,,,
A5-4,LINE,3BFE3,109.322193,239.083038,108.172209,239.083038,,,,,
A5-4,ARC,3BFE2,108.172209,239.083038,107.172225,238.083038,108.172217,238.083045,0.999992,90.000457,90
A5-4,ARC,3BFE1,107.172225,235.083038,107.172225,238.083038,105.541773,236.583037,2.215485,317.386248,85.227511
A5-4,ARC,3BFE0,107.172225,235.083038,107.947501,233.070412,110.172201,235.083014,2.999976,179.999551,42.13489
A5-4,LINE,3BFDF,110.172178,232.083038,113.11789,232.956559,,,,,
A5-4,ARC,3BFDE,113.11789,232.956559,125.170017,232.947154,119.155246,247.421177,15.674018,247.344936,45.2207
A5-4,LINE,3BFDD,125.170017,232.947154,128.172283,232.083039,,,,,
A5-4,ARC,3BFDC,128.172283,232.083039,130.184612,232.858515,128.171738,235.083146,3.000107,270.010403,42.128792
A5-4,ARC,3BFDB,131.171845,238.083039,131.171845,235.083039,132.802297,236.583039,2.215485,137.386248,85.227511
A5-4,ARC,3BFDA,131.171845,238.083039,130.171861,239.083039,130.171853,238.083047,0.999992,359.999551,90
A5-4,LINE,3BFD9,130.171861,239.083039,129.021877,239.083039,,,,,
A5-4,LINE,3BFD8,129.021877,239.083039,129.171877,235.083039,,,,,
A5-4,LINE,3BFD7,129.171877,235.083039,125.17194,235.083039,,,,,
A5-4,LINE,3BFD6,125.17194,235.083039,125.32194,238.583039,,,,,
A5-4,LINE,3BFD5,125.32194,238.583039,124.171956,238.583039,,,,,
A5-4,ARC,3BFD4,114.862173,233.555822,123.47443,233.547,119.18077,245.723974,12.911785,250.459726,38.963174
A5-4,LINE,3BFD3,114.862173,233.555822,114.862714,233.777829,,,,,
A5-4,ARC,3BFD2,123.474952,233.76115,114.862714,233.777829,119.079462,187.623658,46.346396,84.557892,10.662286
A5-4,LINE,3BFD1,123.474952,233.76115,123.47443,233.547,,,,,
A14,LINE,3C95E,115.661107,157.853935,116.98587,155.734328,,,,,
A14,LINE,3C95D,112.69292,155.999555,115.661107,157.853935,,,,,
A14,LINE,3C95C,114.017684,153.879949,112.69292,155.999555,,,,,
A14,LINE,3C95B,116.98587,155.734328,114.017684,153.879949,,,,,
A14,LINE,3C95A,128.365926,162.823227,131.865926,162.823328,,,,,
A14,LINE,3C959,128.36598,160.323845,128.365926,162.823227,,,,,
A14,LINE,3C958,131.86598,160.323946,128.36598,160.323845,,,,,
A14,LINE,3C957,131.865926,162.823328,131.86598,160.323946,,,,,
A14,LINE,3C956,141.371904,160.955027,144.643656,159.71203,,,,,
A14,LINE,3C955,140.483885,158.618628,141.371904,160.955027,,,,,
A14,LINE,3C954,143.755637,157.375631,140.483885,158.618628,,,,,
A14,LINE,3C953,144.643656,159.71203,143.755637,157.375631,,,,,
A14,LINE,3C952,154.979153,207.310563,152.036593,205.41548,,,,,
A14,LINE,3C951,153.625522,209.412392,154.979153,207.310563,,,,,
A14,LINE,3C950,150.682962,207.517308,153.625522,209.412392,,,,,
A14,LINE,3C94F,152.036593,205.41548,150.682962,207.517308,,,,,
A14,LINE,3C94E,144.643656,197.833386,141.371904,196.590389,,,,,
A14,LINE,3C94D,143.755637,200.169784,144.643656,197.833386,,,,,
A14,LINE,3C94C,140.483885,198.926788,143.755637,200.169784,,,,,
A14,LINE,3C94B,141.371904,196.590389,140.483885,198.926788,,,,,
A14,LINE,3C94A,131.865926,194.722088,128.365926,194.722188,,,,,
A14,LINE,3C949,131.86598,197.22147,131.865926,194.722088,,,,,
A14,LINE,3C948,128.36598,197.22157,131.86598,197.22147,,,,,
A14,LINE,3C947,128.365926,194.722188,128.36598,197.22157,,,,,
A14,LINE,3C946,116.98587,201.811087,115.661107,199.691481,,,,,
A14,LINE,3C945,114.017684,203.665467,116.98587,201.811087,,,,,
A14,LINE,3C944,112.69292,201.54586,114.017684,203.665467,,,,,
A14,LINE,3C943,115.661107,199.691481,112.69292,201.54586,,,,,
A14,LINE,3BFC7,211.998408,177.272754,211.998408,180.272754,,,,,
A14,ARC,3BFC3,172.835378,184.559269,171.935378,185.459269,171.935378,184.559269,0.9,0,90
A14,ARC,3BFC2,170.735751,185.459269,169.835751,184.559269,170.735751,184.559269,0.9,90,90
A14,ARC,3BFC1,169.835751,184.359269,170.735751,183.459269,170.735751,184.359269,0.9,180,90
A14,ARC,3BFC0,171.935378,183.459269,172.835378,184.359269,171.935378,184.359269,0.9,270,90
A14,ARC,3BFBF,169.835701,172.920752,170.735701,172.020752,170.735701,172.920752,0.9,180,90
A14,ARC,3BFBE,170.735701,174.020752,169.835701,173.120752,170.735701,173.120752,0.9,90,90
A14,ARC,3BFBD,172.835378,173.120752,171.935378,174.020752,171.935378,173.120752,0.9,0,90
A14,ARC,3BFBC,171.935378,172.020752,172.835378,172.920752,171.935378,172.920752,0.9,270,90
A14,LINE,3BFBB,169.835701,172.920752,169.835701,173.120752,,,,,
A14,LINE,3BFBA,172.835378,172.920752,172.835378,173.120752,,,,,
A14,LINE,3BFB9,169.835751,184.359269,169.835751,184.559269,,,,,
A14,LINE,3BFB8,172.835378,184.359269,172.835378,184.559269,,,,,
A14,LINE,3BFB7,169.835651,179.541374,169.835651,181.541374,,,,,
A14,LINE,3BFB6,172.835378,179.541374,172.835378,181.541374,,,,,
A14,LINE,3BFB5,172.835378,179.541374,169.835651,179.541374,,,,,
A14,LINE,3BFB4,172.835378,181.541374,169.835651,181.541374,,,,,
A14,LINE,3BFB3,169.835651,175.637305,169.835651,177.637305,,,,,
A14,LINE,3BFB2,172.835378,175.637305,172.835378,177.637305,,,,,
A14,ARC,3BFB1,93.992804,150.066977,95.009073,150.833264,94.117795,150.958255,0.9,262.017011,90
A14,ARC,3BFB0,92.038145,151.249901,92.804433,150.233632,92.929424,151.12491,0.9,172.017011,90
A14,ARC,3BFAF,93.082191,152.21425,92.065921,151.447963,92.9572,151.322972,0.9,82.017011,90
A14,ARC,3BFAE,95.036849,151.031326,94.270562,152.047596,94.145571,151.156317,0.9,352.017011,90
A14,ARC,3BFAD,92.804433,207.311784,92.038145,206.295514,92.929424,206.420506,0.9,97.982989,90
A14,ARC,3BFAC,92.065921,206.097452,93.082191,205.331165,92.9572,206.222444,0.9,187.982989,90
A14,ARC,3BFAB,94.270562,205.49782,95.036849,206.51409,94.145571,206.389099,0.9,277.982989,90
A14,ARC,3BFAA,95.009073,206.712152,93.992804,207.478439,94.117795,206.58716,0.9,7.982989,90
A14,ARC,3BFA9,175.251124,142.162501,176.151149,143.062482,175.251149,143.062501,0.9,269.998357,90.000415
A14,ARC,3BFA8,173.15115,143.062555,174.051124,142.162536,174.05115,143.062536,0.9,179.998772,89.999585
A14,ARC,3BFA7,174.05118,144.161918,173.151154,143.261937,174.051154,143.261918,0.9,89.998357,90.000415
A14,ARC,3BFA6,176.151154,143.261864,175.251179,144.161883,175.251154,143.261883,0.9,359.998772,89.999585
A14,ARC,3BFA5,195.790492,152.435617,197.03847,152.685114,196.289709,153.184471,0.9,236.310969,89.989266
A14,ARC,3BFA4,195.374686,153.794665,195.62423,152.546454,196.123447,153.295308,0.9,146.300235,90.010734
A14,ARC,3BFA3,197.28823,155.042146,196.040252,154.792648,196.789013,154.293291,0.9,56.310969,89.989266
A14,ARC,3BFA2,197.704036,153.683097,197.454492,154.931309,196.955275,154.182454,0.9,326.300235,90.010734
A14,ARC,3BFA1,202.162204,176.772708,203.062204,177.672708,202.162204,177.672708,0.9,270,90
A14,ARC,3BFA0,201.062204,177.672708,201.962204,176.772708,201.962204,177.672708,0.9,180,90
A14,ARC,3BF9F,201.962204,180.772708,201.062204,179.872708,201.962204,179.872708,0.9,90,90
A14,ARC,3BF9E,203.062204,179.872708,202.162204,180.772708,202.162204,179.872708,0.9,0,90
A14,ARC,3BF9D,197.03847,204.860302,195.790492,205.109799,196.289709,204.360945,0.9,33.699765,89.989266
A14,ARC,3BF9C,195.62423,204.998962,195.374686,203.750751,196.123447,204.250108,0.9,123.689031,90.010734
A14,ARC,3BF9B,196.040252,202.752768,197.28823,202.50327,196.789013,203.252124,0.9,213.699765,89.989266
A14,ARC,3BF9A,197.454492,202.614107,197.704036,203.862318,196.955275,203.362961,0.9,303.689031,90.010734
A14,ARC,3BF99,175.251179,213.383532,176.151154,214.283552,175.251154,214.283532,0.9,270.001643,89.999585
A14,ARC,3BF98,173.151154,214.283479,174.05118,213.383498,174.051154,214.283498,0.9,180.001228,90.000415
A14,ARC,3BF97,174.051124,215.38288,173.15115,214.482861,174.05115,214.48288,0.9,90.001643,89.999585
A14,ARC,3BF96,176.151149,214.482934,175.251124,215.382914,175.251149,214.482914,0.9,0.001228,90.000415
A14,LINE,3BF95,145.305223,161.57363,145.332979,162.415927,,,,,
A14,ARC,3BF94,139.407893,167.495964,145.332979,162.415927,155.167562,179.881835,20.044374,218.164586,22.452721
A14,ARC,3C942,137.626353,166.346561,137.66179,166.351641,137.326042,168.567334,2.240987,277.701301,0.915299
A14,ARC,3C941,137.66179,166.351641,137.973781,166.425777,137.40681,168.118244,1.784908,278.212983,10.307691
A14,ARC,3C940,137.973781,166.425777,138.194727,166.525811,137.596534,167.553031,1.188704,288.503337,11.710683
A14,ARC,3C93F,138.194727,166.525811,138.426549,166.721812,137.764989,167.269182,0.858648,300.031914,20.363952
A14,ARC,3C93E,138.426549,166.721812,138.509161,166.831847,137.293506,167.658506,1.470096,320.419229,5.364632
A14,ARC,3C93D,138.509161,166.831847,138.623655,167.006949,133.087859,170.50165,6.5466,325.905035,1.831101
A14,ARC,3C93C,138.681917,167.093126,138.623655,167.006949,140.775307,165.615053,2.562612,144.775356,2.325949
A14,ARC,3C93B,138.766102,167.200487,138.681917,167.093126,139.718996,166.366605,1.266241,138.810659,6.176355
A14,ARC,3C93A,138.862991,167.293317,138.766102,167.200487,139.341339,166.697076,0.764408,128.739171,10.070446
A14,ARC,3C939,139.007082,167.382168,138.862991,167.293317,139.336423,166.686808,0.76941,115.343477,12.631596
A14,ARC,3C938,139.169516,167.443986,139.007082,167.382168,139.48683,166.365894,1.12382,106.400729,8.86968
A14,ARC,3C937,139.407893,167.495964,139.169516,167.443986,139.672116,165.711592,1.803828,98.42292,7.755525
A14,ARC,3BF92,137.626353,166.346561,145.305223,161.57363,159.744181,193.367059,34.918558,230.697706,14.877161
A14,ARC,3BF91,146.961736,163.647428,157.418276,151.177793,157.568273,161.922611,10.745865,170.763513,98.436697
A14,ARC,3BF90,164.154457,173.61939,164.757114,169.909737,166.764074,172.13956,3,150.44383,77.567261
A14,ARC,3BF8F,164.154457,173.61939,165.486082,177.812135,154.903334,178.865403,10.635033,330.44383,23.87242
A14,ARC,3BF8E,165.466906,178.593833,165.486082,177.812135,187.524249,178.743832,22.057853,180.389629,2.031194
A14,ARC,3C936,179.034853,184.203728,179.024196,184.447904,174.412152,184.124289,4.623384,0.984504,3.029205
A14,ARC,3C935,179.024196,184.447904,178.940144,185.040826,175.015792,184.182095,4.017208,3.793889,8.549078
A14,ARC,3C934,178.940144,185.040826,178.553047,185.997549,176.10815,184.451652,2.892632,11.752293,20.552673
A14,ARC,3C933,178.553047,185.997549,177.760997,186.824185,175.812992,184.164908,3.296433,33.775934,20.000108
A14,ARC,3C932,177.760997,186.824185,177.170713,187.209094,174.48927,182.451849,5.460907,53.193264,7.398751
A14,ARC,3C931,177.170713,187.209094,176.122474,187.701412,173.142139,179.9936,8.263943,60.824385,8.035913
A14,ARC,3C930,176.122474,187.701412,175.040561,188.074245,170.486963,173.104111,15.647369,68.890157,4.191193
A14,ARC,3C92F,175.040561,188.074245,173.725765,188.475262,111.701536,-17.236807,214.859164,72.854862,0.366558
A14,ARC,3C92E,173.725765,188.475262,172.843127,188.726971,164.98395,159.494823,30.270203,73.214305,1.737342
A14,ARC,3C92D,172.843127,188.726971,172.174686,188.891714,168.476781,172.449091,16.853319,74.984562,2.340644
A14,ARC,3C92C,172.174686,188.891714,170.359528,189.161514,169.554351,177.503533,11.685753,77.042205,9.00685
A14,ARC,3C92B,170.359528,189.161514,169.900246,189.173111,169.995099,183.829456,5.344497,86.090101,4.92682
A14,ARC,3C92A,169.900246,189.173111,168.091351,188.507028,169.929052,186.305617,2.867639,90.575556,39.279002
A14,ARC,3C929,168.091351,188.507028,167.172497,187.25001,170.424089,185.837503,3.545142,131.148264,25.371375
A14,LINE,3BF8C,179.034853,184.203728,179.034854,180.111908,,,,,
A14,LINE,3BF8B,179.034854,180.111908,187.99163,180.111909,,,,,
A14,ARC,3BF8A,198.057711,185.404254,197.248405,180.11191,223.714547,178.772757,26.5,165.507978,11.595398
A14,ARC,3BF89,198.5648,185.778602,198.057711,185.404254,198.541802,185.279132,0.5,87.363741,78.144237
A14,ARC,3C928,196.934631,193.469969,191.71427,202.474482,165.723371,181.390766,33.467146,21.157149,17.891681
A14,ARC,3C927,198.335694,188.678703,196.934631,193.469969,170.146805,183.036186,28.748068,11.319195,9.961579
A14,ARC,3C926,198.714547,185.772754,198.335694,188.678703,177.003894,184.419975,21.752757,3.565459,7.72476
A14,ARC,3C925,184.330765,207.752447,174.20877,209.321154,176.030815,187.637633,21.759939,67.57755,27.225674
A14,ARC,3C924,191.619206,202.590511,184.330765,207.752447,176.757465,189.332804,19.915776,41.735182,25.914634
A14,LINE,3BF86,156.331777,201.566674,156.367646,201.4716,,,,,
A14,ARC,3BF85,156.278417,201.070764,156.367646,201.4716,156.024876,201.337554,0.368049,313.541499,67.817358
A14,LINE,3BF84,156.278417,201.070764,156.184025,200.978932,,,,,
A14,ARC,3BF83,155.781005,200.90029,156.184025,200.978932,155.924025,201.239355,0.367995,247.129705,67.823646
A14,LINE,3BF82,155.781005,200.90029,155.560324,200.990032,,,,,
A14,LINE,3BF81,155.560324,200.990032,155.549059,200.994858,,,,,
A14,LINE,3BF80,155.549059,200.994858,155.119272,201.186575,,,,,
A14,LINE,3BF7F,155.119272,201.186575,155.107056,201.192275,,,,,
A14,LINE,3BF7E,155.107056,201.192275,154.997902,201.245793,,,,,
A14,ARC,3BF7D,154.997902,201.245793,154.600928,201.203696,154.831992,200.917541,0.367798,63.186446,65.733694
A14,LINE,3BF7C,154.600928,201.203696,153.379547,200.251028,,,,,
A14,LINE,3BF7B,153.379547,200.251028,153.383003,200.241953,,,,,
A14,LINE,3BF7A,153.383003,200.241953,153.535861,199.801471,,,,,
A14,LINE,3BF79,153.535861,199.801471,153.539974,199.788798,,,,,
A14,LINE,3BF78,153.539974,199.788798,153.678455,199.338811,,,,,
A14,LINE,3BF77,153.678455,199.338811,153.681881,199.327038,,,,,
A14,LINE,3BF76,153.681881,199.327038,153.744252,199.097767,,,,,
A14,ARC,3BF75,153.617466,198.707155,153.744252,199.097767,153.390631,198.996664,0.367791,308.079301,67.876342
A14,LINE,3BF74,153.617466,198.707155,153.514697,198.624562,,,,,
A14,ARC,3BF73,153.105927,198.584541,153.514697,198.624562,153.280543,198.908603,0.368113,241.682517,67.818526
A14,LINE,3BF72,153.105927,198.584541,152.895031,198.694823,,,,,
A14,LINE,3BF71,152.895031,198.694823,152.884243,198.70068,,,,,
A14,LINE,3BF70,152.884243,198.70068,152.474633,198.932418,,,,,
A14,LINE,3BF6F,152.474633,198.932418,152.462868,198.939255,,,,,
A14,LINE,3BF6E,152.462868,198.939255,152.137831,199.138872,,,,,
A14,ARC,3BF6D,152.137831,199.138872,151.887197,199.128724,152.01988,198.951849,0.22111,57.761414,69.114287
A14,LINE,3BF6C,151.887197,199.128724,150.76305,198.326336,,,,,
A14,ARC,3BF6B,150.76305,198.326336,150.672862,198.088398,150.887167,198.14323,0.221208,124.131057,70.220786
A14,LINE,3BF6A,150.672862,198.088398,150.766413,197.704131,,,,,
A14,LINE,3BF69,150.766413,197.704131,150.769468,197.690851,,,,,
A14,LINE,3BF68,150.769468,197.690851,150.864283,197.22975,,,,,
A14,LINE,3BF67,150.864283,197.22975,150.866519,197.217899,,,,,
A14,LINE,3BF66,150.866519,197.217899,150.906898,196.983283,,,,,
A14,ARC,3BF65,150.743512,196.606649,150.906898,196.983283,150.54529,196.916395,0.367742,302.617164,67.86262
A14,LINE,3BF64,150.743512,196.606649,150.633426,196.534194,,,,,
A14,ARC,3BF63,150.222767,196.533134,150.633426,196.534194,150.427307,196.839377,0.368269,236.261022,67.773854
A14,LINE,3BF62,150.222767,196.533134,150.023401,196.662895,,,,,
A14,LINE,3BF61,150.023401,196.662895,150.013064,196.669968,,,,,
A14,LINE,3BF60,150.013064,196.669968,149.627149,196.939899,,,,,
A14,LINE,3BF5F,149.627149,196.939899,149.616495,196.947713,,,,,
A14,LINE,3BF5E,149.616495,196.947713,149.305756,197.18175,,,,,
A14,ARC,3BF5D,149.305756,197.18175,149.050621,197.192449,149.17061,197.006359,0.221419,52.384158,70.429353
A14,LINE,3BF5C,149.050621,197.192449,147.866354,196.476322,,,,,
A14,ARC,3BF5B,147.866354,196.476322,147.756681,196.249646,147.975387,196.283699,0.221342,119.511646,69.338304
A14,LINE,3BF5A,147.756681,196.249646,147.81035,195.87907,,,,,
A14,LINE,3BF59,147.81035,195.87907,147.811976,195.865738,,,,,
A14,LINE,3BF58,147.811976,195.865738,147.862681,195.397862,,,,,
A14,LINE,3BF57,147.862681,195.397862,147.863805,195.385642,,,,,
A14,LINE,3BF56,147.863805,195.385642,147.881614,195.148405,,,,,
A14,ARC,3BF55,147.683245,194.789054,147.881614,195.148405,147.515303,195.116189,0.367725,297.174686,67.851443
A14,LINE,3BF54,147.683245,194.789054,147.566636,194.727238,,,,,
A14,ARC,3BF53,147.157633,194.765188,147.566636,194.727238,147.390408,195.050935,0.368559,230.833102,67.731763
A14,LINE,3BF52,147.157633,194.765188,146.971436,194.91337,,,,,
A14,LINE,3BF51,146.971436,194.91337,146.961709,194.921342,,,,,
A14,LINE,3BF50,146.961709,194.921342,146.603268,195.226868,,,,,
A14,LINE,3BF4F,146.603268,195.226868,146.593515,195.235501,,,,,
A14,LINE,3BF4E,146.593515,195.235501,146.335665,195.471041,,,,,
A14,ARC,3BF4D,146.335665,195.471041,146.081905,195.505516,146.184434,195.309034,0.221624,46.970402,70.586204
A14,LINE,3BF4C,146.081905,195.505516,144.808724,194.891366,,,,,
A14,ARC,3BF4B,144.808724,194.891366,144.677606,194.6759,144.898265,194.68925,0.221062,113.894201,69.568
A14,LINE,3BF4A,144.677606,194.6759,144.69375,194.343531,,,,,
A14,LINE,3BF49,144.69375,194.343531,144.694185,194.330174,,,,,
A14,LINE,3BF48,144.694185,194.330174,144.700334,193.859569,,,,,
A14,LINE,3BF47,144.700334,193.859569,144.700241,193.846979,,,,,
A14,LINE,3BF46,144.700241,193.846979,144.695429,193.608948,,,,,
A14,ARC,3BF45,144.463615,193.270236,144.695429,193.608948,144.327136,193.612325,0.368308,291.749871,67.724811
A14,LINE,3BF44,144.463615,193.270236,144.341912,193.219931,,,,,
A14,ARC,3BF43,143.938297,193.296675,144.341912,193.219931,144.197206,193.558618,0.368305,225.333717,67.80116
A14,LINE,3BF42,143.938297,193.296675,143.766881,193.462032,,,,,
A14,LINE,3BF41,143.766881,193.462032,143.758266,193.470743,,,,,
A14,LINE,3BF40,143.758266,193.470743,143.430392,193.808557,,,,,
A14,LINE,3BF3F,143.430392,193.808557,143.421195,193.8183,,,,,
A14,LINE,3BF3E,143.421195,193.8183,143.297292,193.955491,,,,,
A14,ARC,3BF3D,143.297292,193.955491,142.879147,194.05206,143.020602,193.710994,0.369237,41.465519,71.060421
A14,LINE,3BF3C,142.879147,194.05206,141.701923,193.606045,,,,,
A14,ARC,3BF3B,141.701923,193.606045,141.453021,193.270314,141.821161,193.257515,0.368362,108.886671,69.122179
A14,LINE,3BF3A,141.453021,193.270314,141.445649,193.110758,,,,,
A14,LINE,3BF39,141.445649,193.110758,141.444867,193.09727,,,,,
A14,LINE,3BF38,141.444867,193.09727,141.406043,192.628433,,,,,
A14,LINE,3BF37,141.406043,192.628433,141.404812,192.616136,,,,,
A14,LINE,3BF36,141.404812,192.616136,141.377329,192.379796,,,,,
A14,ARC,3BF35,141.114427,192.064604,141.377329,192.379796,141.011369,192.417804,0.367928,286.266483,67.804091
A14,LINE,3BF34,141.114427,192.064604,140.98824,192.026047,,,,,
A14,ARC,3BF33,140.593979,192.140655,140.98824,192.026047,140.876376,192.376677,0.368042,219.888203,67.806437
A14,LINE,3BF32,140.593979,192.140655,140.439169,192.321202,,,,,
A14,LINE,3BF31,140.439169,192.321202,140.431004,192.330891,,,,,
A14,LINE,3BF30,140.431004,192.330891,140.136895,192.698582,,,,,
A14,LINE,3BF2F,140.136895,192.698582,140.128731,192.709064,,,,,
A14,LINE,3BF2E,140.128731,192.709064,140.050113,192.814811,,,,,
A14,ARC,3BF2D,140.050113,192.814811,139.647701,192.951909,139.751724,192.598106,0.368778,35.989086,70.394902
A14,LINE,3BF2C,139.647701,192.951909,138.396347,192.627082,,,,,
A14,ARC,3BF2B,138.396347,192.627082,138.112285,192.315563,138.477853,192.267488,0.368716,102.770904,69.737128
A14,LINE,3BF2A,138.112285,192.315563,138.094688,192.192333,,,,,
A14,LINE,3BF29,138.094688,192.192333,138.092636,192.179216,,,,,
A14,LINE,3BF28,138.092636,192.179216,138.009556,191.716061,,,,,
A14,LINE,3BF27,138.009556,191.716061,138.007162,191.703765,,,,,
A14,LINE,3BF26,138.007162,191.703765,137.957326,191.471099,,,,,
A14,ARC,3BF25,137.665511,191.182176,137.957326,191.471099,137.596334,191.543875,0.368255,280.8273,67.774648
A14,LINE,3BF24,137.665511,191.182176,137.536268,191.155842,,,,,
A14,ARC,3BF23,137.154694,191.307569,137.536268,191.155842,137.458383,191.51564,0.368132,214.416781,67.797407
A14,LINE,3BF22,137.154694,191.307569,137.017836,191.502194,,,,,
A14,LINE,3BF21,137.017836,191.502194,137.010784,191.512464,,,,,
A14,LINE,3BF20,137.010784,191.512464,136.752948,191.90643,,,,,
A14,LINE,3BF1F,136.752948,191.90643,136.746055,191.917467,,,,,
A14,LINE,3BF1E,136.746055,191.917467,136.712027,191.973542,,,,,
A14,ARC,3BF1D,131.530503,191.703013,136.712027,191.973542,134.053851,193.129479,2.898636,209.479779,127.017883
A14,ARC,3BF1C,131.530503,191.703013,131.252382,191.458008,131.601491,191.342071,0.367856,101.12666,60.502275
A14,LINE,3BF1B,131.252382,191.458008,131.207793,191.328961,,,,,
A14,LINE,3BF1A,131.207793,191.328961,131.203255,191.316298,,,,,
A14,LINE,3BF19,131.203255,191.316298,131.033901,190.877278,,,,,
A14,LINE,3BF18,131.033901,190.877278,131.029152,190.865672,,,,,
A14,LINE,3BF17,131.029152,190.865672,130.936075,190.646568,,,,,
A14,ARC,3BF16,130.595117,190.418186,130.936075,190.646568,130.595555,190.786236,0.36805,269.931751,67.766722
